[2025-03-10 16:01:02] This is codeql database index-files --include-extension=.properties --size-limit=5m --language properties -- /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb
[2025-03-10 16:01:02] Log file was started late.
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/wso2/orbit/org/apache/tomcat/tomcat-servlet-api/9.0.71.wso2v1...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/wso2/appserver...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/wso2/appserver/shade...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/wso2/appserver/shade/org...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/wso2/appserver/shade/org/springframework...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/wso2/appserver/shade/org/springframework/spring-core-shaded...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/wso2/appserver/shade/org/springframework/spring-core-shaded/4.2.5.wso2v1-m3...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/jboss...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/jboss/logmanager...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/jboss/logmanager/log4j-jboss-logmanager...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/jboss/logmanager/log4j-jboss-logmanager/1.3.0.Final...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/slf4j...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/slf4j/log4j-over-slf4j...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/slf4j/log4j-over-slf4j/2.0.7...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/ow2...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/ow2/jonas...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/ow2/jonas/osgi...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/ow2/jonas/osgi/springframework...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/ow2/jonas/osgi/springframework/5.1.7...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/mule...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/mule/tests...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/mule/tests/mule-tests-runner...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/mule/tests/mule-tests-runner/4.1.1...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/ops4j...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/ops4j/pax...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/ops4j/pax/logging...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/ops4j/pax/logging/pax-logging-log4j1...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/ops4j/pax/logging/pax-logging-log4j1/2.0.19...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/boot...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/boot/spring-boot-legacy...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/boot/spring-boot-legacy/2.1.0.RELEASE...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/boot/spring-boot-autoconfigure...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/boot/spring-boot-autoconfigure/3.1.1...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/boot/spring-boot...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/boot/spring-boot/1.1.4.RELEASE...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/boot/spring-boot/3.1.1...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/ldap...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/ldap/spring-ldap-core...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/ldap/spring-ldap-core/3.1.0...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/android...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/android/spring-android-rest-template...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/android/spring-android-rest-template/1.0.1.RELEASE...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/spring-web...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/spring-web/6.0.10...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/spring-context...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/spring-context/6.0.10...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/spring-beans...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/spring-beans/6.0.10...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/spring-core...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/springframework/spring-core/6.0.10...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/darkphoenixs...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/darkphoenixs/log4j...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/darkphoenixs/log4j/1.3.5...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/tinylog...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/tinylog/log4j-facade...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/tinylog/log4j-facade/1.3.6...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache/geronimo...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache/geronimo/framework...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache/geronimo/framework/geronimo-pax-logging...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache/geronimo/framework/geronimo-pax-logging/3.0.1...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache/geronimo/specs...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache/geronimo/specs/geronimo-jaxb_2.2_spec...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache/geronimo/specs/geronimo-jaxb_2.2_spec/1.0.1...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache/logging...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache/logging/log4j...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache/logging/log4j/log4j-1.2-api...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache/logging/log4j/log4j-1.2-api/2.20.0...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache/logging/log4j/adapters...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache/logging/log4j/adapters/log4j-1.2-api...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache/logging/log4j/adapters/log4j-1.2-api/2.0-beta4...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache/logging/log4j/log4j12-api...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/org/apache/logging/log4j/log4j12-api/2.0-alpha2...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/ch...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/ch/qos...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/ch/qos/reload4j...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/ch/qos/reload4j/reload4j...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/ch/qos/reload4j/reload4j/1.2.25...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/ch/qos/logback...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/ch/qos/logback/log4j-bridge...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/ch/qos/logback/log4j-bridge/0.9.7...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/io...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/io/kwy...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/io/kwy/boot...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/io/kwy/boot/spring-boot-autoconfigure...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/io/kwy/boot/spring-boot-autoconfigure/1.5.3.1.RELEASE...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/io/github...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/io/github/penggle...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/io/github/penggle/mds-spring-boot-autoconfigure...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/io/github/penggle/mds-spring-boot-autoconfigure/2.1...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/springframework...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/springframework/spring-web...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/springframework/spring-web/1.2.6...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/springframework/spring-beans...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/springframework/spring-beans/1.2.6...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/springframework/spring-core...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/springframework/spring-core/1.2.6...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/javax...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/javax/servlet...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/javax/servlet/javax.servlet-api...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/javax/servlet/javax.servlet-api/4.0.1...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/javax/mail...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/javax/mail/javax.mail-api...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/javax/mail/javax.mail-api/1.6.2...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/javax/xml...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/javax/xml/bind...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/javax/xml/bind/jaxb-api...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/javax/xml/bind/jaxb-api/2.4.0-b180830.0359...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/ai...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/ai/h2o...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/ai/h2o/h2o-logging-impl-classic...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/ai/h2o/h2o-logging-impl-classic/3.42.0.1...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/de...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/de/mhus...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/de/mhus/ports...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/de/mhus/ports/ports-javaxmail...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/de/mhus/ports/ports-javaxmail/7.2.0...
[2025-03-10 16:01:02] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb/working/jars/log4j...
