[2025-03-10 16:00:54] This is codeql database index-files --include-extension=.java --exclude=**/module-info.java --exclude=**/package-info.java --size-limit=50m --language=java --working-dir=. /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/codeqldb
[2025-03-10 16:00:54] Log file was started late.
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/51...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/3d...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/58...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/67...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/0b...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/93...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/94...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/0e...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/60...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/34...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/5a...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/5f...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/33...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/05...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/9d...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/9c...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/02...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/a4...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/a3...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/b5...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/b2...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/d9...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/ac...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/ad...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/bb...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/d7...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/d0...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/be...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/b3...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/df...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/da...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/b4...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/a2...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/a5...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/bd...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/d1...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/d6...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/bc...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/ae...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/d8...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/ab...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/e5...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/e2...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/f4...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/f3...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/eb...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/c7...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/c0...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/ee...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/c9...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/fc...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/fd...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/f2...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/f5...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/e3...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/cf...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/ca...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/e4...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/fe...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/fb...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/ed...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/c1...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/c6...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/ec...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/4e...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/18...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/27...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/4b...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/pack...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/11...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/7d...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/29...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/7c...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/16...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/42...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/89...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/45...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/1f...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/73...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/87...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/80...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/74...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/1a...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/28...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/17...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/7b...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/8f...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/8a...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/7e...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/10...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/19...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/26...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/4d...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/75...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/81...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/86...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/72...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/44...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/2a...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/2f...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/43...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/88...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/9f...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/6b...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/07...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/38...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/00...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/6e...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/9a...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/36...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/5c...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/09...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/5d...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/31...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/info...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/91...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/65...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/62...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/96...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/54...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/98...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/53...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/3f...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/30...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/5e...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/5b...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/37...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/08...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/6d...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/01...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/06...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/6c...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/39...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/99...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/52...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/55...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/97...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/63...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/0f...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/0a...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/64...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/90...
[2025-03-10 16:00:54] [PROGRESS] resolve files> Scanning /Users/pripum/Documents/codeql-snyk-github-testing/codeql-and-workflows/.git/objects/bf...
